room_type,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,european_city,weekday_or_weekend,cost per night cad,attr_index,rest_index
Private room,2,False,0,0,6,60,2,8.2357388,0.80188686,-0.008909999999999998,51.50752,London,weekend,592.666807762,164.9721551,343.7472293
Private room,6,False,1,0,10,95,2,3.2991319,0.17064212,-0.1744,51.51313,London,weekend,578.416707858,372.7708939,848.037414
Entire home/apt,4,True,0,1,10,96,1,3.1456223,0.53704154,-0.1661199999999999,51.49354,London,weekend,597.130694544,446.3709051,844.6881727999998
Entire home/apt,6,False,0,1,8,79,3,3.5825777,0.24958852,-0.1782799999999999,51.51408,London,weekend,435.572332367,343.7964467,816.3435568999998
Entire home/apt,4,False,1,0,10,97,2,7.570322,0.62032294,-0.01974,51.49808,London,weekend,506.1360803719999,177.190189,373.3683586
Entire home/apt,6,True,1,0,9,96,2,5.8923678,0.2198756,-0.0464,51.52392,London,weekend,451.539311825,217.5449623,455.8510369
Entire home/apt,4,False,1,0,9,90,2,1.241004,0.25666419,-0.13472,51.51853,London,weekend,395.0539759,645.3382947,1904.447792
Entire home/apt,6,False,0,1,10,90,2,2.1325111,0.16342987,-0.13799,51.52634,London,weekend,505.277640595,462.8916275,1059.804302
Entire home/apt,6,False,0,0,10,100,3,2.1737168,0.31979963,-0.14613,51.49262,London,weekend,2163.61156215,478.3869805,898.061099
Entire home/apt,2,False,0,0,9,82,1,1.9255658,0.15330344,-0.14187,51.52313,London,weekend,432.825325139,487.1009046,1143.300237
Entire home/apt,5,True,1,0,10,97,2,0.93877411,0.19718136,-0.1282,51.51675,London,weekend,741.17688546,824.8361288999998,1836.193634
Entire home/apt,3,True,0,1,10,100,1,3.3347397,0.09554451,-0.08197,51.51785,London,weekend,446.732049176,420.4828005,1050.56607
Entire home/apt,4,False,0,1,9,85,2,3.3905196,0.70666754,-0.08118,51.49871,London,weekend,415.828218007,432.2886951,783.0395542999998
Entire home/apt,6,True,0,0,8,80,2,7.5024838,1.1221144,-0.02957,51.53684,London,weekend,713.0200615919999,163.2987742,342.2267535
Entire home/apt,4,False,0,0,10,80,2,2.2615016,0.42321742,-0.1459699999999999,51.49158,London,weekend,468.53641902999993,460.0849423,868.4870032999999
Entire home/apt,6,False,0,1,9,91,2,2.1043417,0.70779949,-0.11507,51.52557,London,weekend,752.5082907499999,464.3165614,988.3005358
Entire home/apt,4,False,0,1,9,100,1,4.1282258,0.095377661,-0.18665,51.51216,London,weekend,416.686657711,310.6086939,818.0286794999998
Entire home/apt,6,False,0,1,7,90,2,2.0932841,0.10937277,-0.13729,51.52612,London,weekend,474.030433486,470.1455483,1067.80394
Entire home/apt,5,False,0,1,10,100,2,3.8012326,0.29636326,-0.1778599999999999,51.49492,London,weekend,1079.7455258,580.2501036,806.3127887
Entire home/apt,2,False,1,0,10,100,2,7.6789646,0.51721799,-0.01795,51.49898,London,weekend,2822.2065428,175.5448914,377.1595033
Shared room,2,False,0,0,10,90,1,4.4733973,0.33291343,-0.18754,51.49374,London,weekend,423.382487811,320.7710547,694.5429484
Entire home/apt,4,False,1,0,8,88,2,2.7631116,0.66334623,-0.09962,51.52604,London,weekend,515.4072297299999,382.2206126,853.7594427
Entire home/apt,4,False,0,1,10,100,2,0.89255524,0.36312667,-0.1178,51.51358,London,weekend,987.72078337,800.4897709,1631.244397
Entire home/apt,2,False,0,1,10,100,1,4.6152663,0.29106098,-0.1938699999999999,51.51074,London,weekend,505.105952625,281.9220495,677.282215
Entire home/apt,2,False,0,0,9,93,1,2.9047503,0.6341607,-0.0965,51.52585,London,weekend,658.423293118,374.0435028,827.4682398999998
Entire home/apt,4,False,0,1,10,89,1,0.7818113,0.2235163,-0.124,51.515,London,weekend,562.621416297,834.7762355,1945.478682
Entire home/apt,4,False,0,0,10,96,2,4.7506046,1.3959726,-0.08575,51.54215,London,weekend,514.548789953,236.7141867,532.6819604
Entire home/apt,2,False,1,0,8,80,0,3.6552901,0.31810614,-0.08255,51.52542,London,weekend,399.861238476,335.01556,937.6595035
Entire home/apt,2,True,1,0,10,92,0,2.4916198,0.062903352,-0.1616499999999999,51.50143,London,weekend,440.207907046,534.2776665,1077.095726
Entire home/apt,4,False,0,1,10,100,1,7.5170398,0.44912341,-0.02015,51.49969,London,weekend,557.6424657509999,178.8321358,387.261347
Entire home/apt,5,False,0,1,9,100,1,7.5536962,0.70153075,-0.02016,51.49738,London,weekend,556.784025974,177.3272471,369.2290594
Entire home/apt,4,False,0,1,10,100,1,7.5159144,0.65103018,-0.02058,51.49789,London,weekend,556.784025974,178.1335142,372.7287978
Entire home/apt,6,False,0,1,8,60,3,5.6184349,0.82217717,-0.12714,51.45783,London,weekend,760.92099982,193.452158,406.0728794
Entire home/apt,4,False,0,1,7,73,2,0.20452468,0.20405231,-0.1262,51.50997,London,weekend,738.42987867,1220.384756,2271.911818
Private room,5,False,0,1,10,100,0,3.706152,0.31418368,-0.08265999999999998,51.52639,London,weekend,1316.84658609,326.4664336,893.8561347
Private room,5,False,0,1,10,100,1,3.6975992,0.40146425,-0.08144999999999998,51.52501,London,weekend,1316.84658609,336.0992413,967.1278279
Entire home/apt,4,False,0,1,9,90,2,4.0984182,0.52889687,-0.1415599999999999,51.5441,London,weekend,609.663914967,326.0816969,645.534225
Entire home/apt,2,False,0,1,10,100,1,0.50481981,0.071614087,-0.1241899999999999,51.51236,London,weekend,845.73484824,1082.817678,2360.132366
Entire home/apt,2,False,0,1,10,90,1,0.28121388,0.18288831,-0.12575,51.5106,London,weekend,845.73484824,1217.545424,2393.816457
Entire home/apt,2,False,0,1,10,87,1,0.29638827,0.20030026,-0.12543,51.51065,London,weekend,845.73484824,1287.812196,2412.558264
Entire home/apt,6,False,0,0,9,88,1,3.9799995,0.29597089,-0.18203,51.49729,London,weekend,535.15134409,428.5181782,763.0244037999998
Entire home/apt,6,False,0,1,10,90,1,3.4007585,0.02048501,-0.1751999999999999,51.5153,London,weekend,556.784025974,360.205918,912.6096748000001
Entire home/apt,5,False,1,0,9,86,1,1.2506872,0.2416659,-0.1345899999999999,51.51866,London,weekend,388.3581458000001,645.181867,1791.797944
Private room,4,False,0,1,10,100,1,4.3865843,0.22510627,-0.19014,51.51352,London,weekend,461.84058893,289.2567105,719.3967301
Private room,2,False,1,0,10,100,1,3.5759492,0.20927326,-0.08633,51.52763,London,weekend,583.223970434,325.940938,777.7292998
Entire home/apt,4,False,0,1,9,94,2,6.4553733,1.7100161,-0.18562,51.46305,London,weekend,577.7299560509999,177.3366355,397.3019745
Entire home/apt,4,False,0,1,10,90,1,3.2748163,0.43050447,-0.16783,51.49306,London,weekend,427.159622786,444.5912358,851.7737244999998
Entire home/apt,5,True,0,1,10,80,2,4.1045837,0.66350538,-0.12676,51.54521,London,weekend,427.159622786,272.3864781,584.5533456
Entire home/apt,5,True,0,1,10,100,2,4.0063791,0.7504909,-0.1273199999999999,51.54433,London,weekend,427.159622786,279.0816472,599.0136629
Entire home/apt,6,False,0,1,8,100,2,1.3531933,0.55110705,-0.10806,51.50757,London,weekend,468.53641902999993,638.8547492,1214.818585
Entire home/apt,6,False,0,1,10,100,2,1.3145947,0.45142657,-0.1088699999999999,51.50626,London,weekend,468.53641902999993,653.9392505,1152.334797
Entire home/apt,6,False,0,1,8,90,2,1.3520224,0.51453108,-0.10804,51.50821,London,weekend,468.53641902999993,638.0098949,1439.52996
Entire home/apt,4,False,0,1,9,80,2,4.4511137,0.42096686,-0.1905199999999999,51.51571,London,weekend,674.733648516,280.7021861,723.2467388
Entire home/apt,4,False,1,0,10,100,2,6.1671166,1.3567853,-0.18673,51.46703,London,weekend,769.5053975899998,187.6279806,414.9310764
Entire home/apt,6,False,0,1,6,80,2,4.3650265,0.36175966,-0.1874099999999999,51.49643,London,weekend,620.823631776,335.6414121,702.6886581
Entire home/apt,6,False,0,1,8,100,2,4.1636505,0.25624776,-0.1845499999999999,51.49679,London,weekend,705.4657917879999,374.5248272,744.6747499
Entire home/apt,4,True,0,1,10,100,2,4.9391379,0.70708638,-0.1847,51.48194,London,weekend,385.782826469,258.5380774,552.1043495
Entire home/apt,4,False,0,1,8,80,2,0.20661125,0.14315657,-0.12496,51.50928,London,weekend,700.8302171089999,1095.498969,2061.419865
Entire home/apt,4,False,0,1,9,90,1,3.1894135,0.605407,-0.16558,51.49229,London,weekend,385.782826469,421.2724224,800.6344777
Entire home/apt,4,False,0,1,9,93,1,3.1879783,0.57545191,-0.16475,51.49157,London,weekend,385.782826469,408.923476,783.6670956
Entire home/apt,4,False,0,1,9,100,1,3.2495768,0.63786769,-0.1656,51.49136,London,weekend,385.782826469,405.7173932,779.8127378
Entire home/apt,4,False,0,1,4,40,1,3.2128301,0.55440915,-0.1662299999999999,51.49252,London,weekend,385.782826469,426.7434663,807.7235396
Entire home/apt,4,False,0,0,10,100,2,14.098152,4.9607162,0.07399999999999998,51.493,London,weekend,413.939650483,86.68446812,180.9269312
Entire home/apt,6,False,0,0,10,93,2,8.0885592,0.90932739,-0.01263,51.49634,London,weekend,391.27684092499993,168.6789082,343.1604606
Entire home/apt,5,False,1,0,10,92,1,3.244458,0.32948375,-0.0816,51.50291,London,weekend,395.0539759,555.7798198,894.7334787
Entire home/apt,6,False,0,1,9,68,3,4.5385666,1.1927712,-0.1776699999999999,51.48218,London,weekend,731.90573654,273.3702799,600.6896122
Entire home/apt,2,False,0,1,10,60,0,3.2115099,0.50154805,-0.16677,51.49307,London,weekend,382.864131344,439.5706422,833.163211
Entire home/apt,4,False,0,1,10,93,2,4.3003259,0.39138371,-0.18837,51.51551,London,weekend,643.486441334,290.9023633,742.734428
Entire home/apt,3,False,0,1,8,60,1,3.2958829,0.38015518,-0.16846,51.49335,London,weekend,448.6206167,456.5024713,866.1945084
Entire home/apt,6,False,0,0,10,97,3,4.9204025,0.93951291,-0.1812499999999999,51.47951,London,weekend,747.8727155599998,249.6609839,537.4012567
Entire home/apt,4,False,0,0,8,92,2,7.5377274,0.18369053,-0.2334199999999999,51.49349,London,weekend,445.87360947200006,161.0279269,399.2396528
Entire home/apt,6,False,0,0,10,100,4,6.5383716,0.55911905,-0.1273199999999999,51.56709,London,weekend,395.0539759,173.3417382,374.8179487
Entire home/apt,5,False,0,0,10,90,3,3.734411,0.16504939,-0.17532,51.49296,London,weekend,688.468684583,466.3899125,872.3262701
Entire home/apt,6,False,0,1,8,80,2,4.3185153,0.29525506,-0.18656,51.49615,London,weekend,576.699828304,344.2120569,715.2384225
Entire home/apt,5,False,0,1,8,70,2,3.7796028,0.88590336,-0.1269299999999999,51.54229,London,weekend,427.159622786,293.5167968,633.8137999
Entire home/apt,5,False,0,1,8,60,2,4.1343565,0.67995518,-0.12728,51.54548,London,weekend,427.159622786,271.126372,580.8812542
Private room,2,False,0,0,9,90,1,3.7401295,0.75565135,-0.1045399999999999,51.53873,London,weekend,442.096474497,288.4023308,708.7465407
Entire home/apt,6,False,0,1,10,80,1,4.010932,0.67497927,-0.07313,51.49618,London,weekend,395.0539759,351.8783412,601.7429171
Entire home/apt,4,False,0,1,10,84,1,0.58983028,0.059055142,-0.12345,51.51298,London,weekend,597.302382441,1044.659668,2369.028062
Entire home/apt,2,False,0,1,8,40,0,3.1649778,0.53810894,-0.16617,51.49326,London,weekend,403.466685481,440.9646788,825.1782114999999
Entire home/apt,6,False,0,1,8,89,2,2.8424609,0.45682207,-0.09517,51.52399,London,weekend,513.6903501759999,392.0578582,859.5428454
Entire home/apt,6,False,0,1,10,90,2,0.46537066,0.1390395,-0.12714,51.5125,London,weekend,813.62920077,950.7037456,3018.373576
Entire home/apt,5,True,0,1,10,100,2,8.0748711,0.84814835,-0.01267,51.49695,London,weekend,647.263576309,168.9310893,345.3065452
Entire home/apt,6,False,0,1,10,100,2,4.1828437,0.32826224,-0.18684,51.51486,London,weekend,724.351466371,298.6660384,726.8095164
Entire home/apt,4,False,0,1,10,100,1,3.718457,0.30209571,-0.17973,51.51575,London,weekend,662.20042802,328.881194,752.8479971
Entire home/apt,4,False,1,0,10,100,2,5.5539274,0.41433117,-0.13485,51.45862,London,weekend,1001.79919545,195.5106712,418.8313209
Entire home/apt,5,False,0,1,10,70,2,5.2131343,0.13662653,-0.13624,51.46179,London,weekend,486.391965939,207.5424315,475.9889329
Entire home/apt,6,False,0,0,10,100,2,4.0302467,0.60219079,-0.07049,51.50157,London,weekend,414.79809026,424.6886135,670.7961598
Entire home/apt,4,False,0,1,10,87,1,1.7237394,0.17286433,-0.10857,51.51834,London,weekend,508.883087527,528.3544909,1090.125849
Entire home/apt,2,False,0,1,10,100,1,5.4165463,1.6435896,-0.17707,51.47074,London,weekend,411.192643255,213.5482709,466.6866568
Entire home/apt,6,False,0,1,9,93,2,3.0260735,0.59709877,-0.16893,51.49987,London,weekend,691.387379781,515.4233156,842.8844337
Entire home/apt,4,False,0,0,9,90,2,2.3333511,0.41994935,-0.15729,51.49861,London,weekend,436.430772144,500.1893093,1019.460231
Entire home/apt,5,False,0,1,10,100,2,5.0434122,0.21647225,-0.13655,51.46335,London,weekend,386.297890379,213.9381894,482.2218155
Entire home/apt,4,False,0,1,10,97,1,3.2272711,0.45577535,-0.1673399999999999,51.49338,London,weekend,446.732049176,449.4395969,879.6440194
Entire home/apt,5,False,0,0,9,100,2,4.0055952,0.20114483,-0.18038,51.49393,London,weekend,526.738634509,427.7943279,798.0418453
Entire home/apt,4,False,0,0,8,76,2,5.7995133,1.0054262,-0.18756,51.47211,London,weekend,552.148451295,203.6070923,449.8599303
Entire home/apt,4,False,0,0,10,87,2,5.5556798,0.9108144,-0.18617,51.47438,London,weekend,432.825325139,215.0250794,469.9639173
Entire home/apt,6,False,1,0,10,100,2,4.8632441,0.48341185,-0.16292,51.54604,London,weekend,536.353159734,245.3990024,522.4162635
Entire home/apt,2,False,0,1,10,90,1,9.3030233,0.24481232,0.00609,51.50212,London,weekend,390.246713251,185.8434397,379.446504
Entire home/apt,2,False,0,1,10,100,1,9.3225241,0.2170295,0.0063,51.50155,London,weekend,390.246713251,177.2824855,371.1529551
Entire home/apt,2,False,0,1,6,66,0,3.9718347,0.33384115,-0.18406,51.51372,London,weekend,474.030433486,314.6475733,740.0440836
Entire home/apt,2,False,0,1,9,88,1,0.70019299,0.29698464,-0.11866,51.51134,London,weekend,680.227662899,900.7267144000001,1865.976753
Entire home/apt,3,False,0,1,10,100,1,1.8982474,0.45965281,-0.15034,51.49894,London,weekend,467.67797925299993,537.7852511,1017.155942
Entire home/apt,4,False,0,0,9,95,2,2.360208,0.18735971,-0.09569,51.50087,London,weekend,412.051083032,507.520865,872.915166
Entire home/apt,4,False,1,0,10,90,2,3.2931311,0.69761032,-0.08283999999999998,51.49839,London,weekend,467.506291283,431.2581667,753.1334872999998
Entire home/apt,4,True,0,1,10,100,2,1.7885866,0.3087225,-0.1022499999999999,51.50518,London,weekend,1117.51687482,591.0372537,1041.590142
Entire home/apt,4,False,0,0,10,100,2,4.057126,0.53172392,-0.07154,51.49787,London,weekend,402.608245704,368.1167641,612.9997233
Entire home/apt,4,True,1,0,8,80,2,4.0275264,0.67241353,-0.12612,51.54451,London,weekend,517.467485151,276.4526847,595.1668074
Entire home/apt,6,False,1,0,8,80,2,1.9779598,0.30634427,-0.1008899999999999,51.502,London,weekend,421.49392036,543.1617882,938.1411744
Entire home/apt,4,False,0,0,7,80,2,5.8791971,1.5262934,-0.1647299999999999,51.46087,London,weekend,387.499706023,189.4826621,502.077028
Entire home/apt,6,False,0,0,10,100,3,3.4138849,0.20730384,-0.1425299999999999,51.53754,London,weekend,470.424986481,366.2801614,785.9878913
Entire home/apt,4,False,0,0,10,95,2,5.9267688,1.5392933,-0.18262,51.46766,London,weekend,380.975563893,194.7191005,429.0519324
Entire home/apt,6,False,1,0,10,97,2,1.8646015,0.53764683,-0.11342,51.52259,London,weekend,508.024647823,497.7700336,1068.646173
Entire home/apt,4,False,0,1,9,85,2,4.2950907,0.091962017,-0.18915,51.51159,London,weekend,451.539311825,299.8793487,748.6513396
Entire home/apt,3,False,0,1,9,50,1,3.4152761,0.063308343,-0.17557,51.51487,London,weekend,454.286319053,358.128906,901.4551366
Entire home/apt,5,False,0,1,10,90,2,3.4289792,0.11681233,-0.1759199999999999,51.51443,London,weekend,635.073731753,357.0028926,863.0561646999998
Entire home/apt,5,False,0,1,10,100,2,3.9436996,0.35097188,-0.07104,51.51213,London,weekend,872.86154458,452.0778904,800.7478781999998
Entire home/apt,5,False,1,0,10,100,2,3.8432171,0.90316767,-0.13088,51.5428,London,weekend,573.952821076,295.414217,628.0569964
Private room,6,False,0,0,10,98,2,3.8036869,0.9616707,-0.12975,51.54248,London,weekend,580.6486511759999,296.0106241,632.3485458
Entire home/apt,4,False,0,1,9,90,1,3.2869527,0.58400941,-0.16646,51.49154,London,weekend,395.0539759,409.2019067,787.1675725
Entire home/apt,4,False,0,0,10,100,2,5.2377687,0.43271014,-0.1757199999999999,51.54454,London,weekend,442.268162467,223.707434,503.8637043
Entire home/apt,4,False,0,1,2,20,2,4.1292644,0.27662417,-0.1502,51.54263,London,weekend,515.4072297299999,343.9634353,664.5946987
Entire home/apt,6,False,0,1,9,100,3,5.7318606,0.91982573,-0.12753,51.45681,London,weekend,760.92099982,189.9082208,398.3706359
Entire home/apt,5,False,0,0,8,95,2,4.2569842,0.34885463,-0.06762,51.50016,London,weekend,412.909522809,365.2423982,606.9941221
Entire home/apt,6,False,1,0,10,80,2,1.4372766,0.37885621,-0.10711,51.50614,London,weekend,468.53641902999993,628.4162979,1109.9547
Entire home/apt,4,False,0,1,10,100,2,3.8856649,0.090090208,-0.0724,51.5144,London,weekend,514.377101983,418.9485239,841.6190673
Entire home/apt,4,False,0,1,8,60,2,4.2367015,0.21383877,-0.18787,51.51392,London,weekend,507.852959853,298.3236696,802.9066798999999
Entire home/apt,6,False,0,1,10,100,2,0.4212518,0.12977736,-0.12653,51.51206,London,weekend,984.1153367299999,987.0633802,2640.124222
Entire home/apt,4,False,0,1,10,100,2,4.8525343,0.58590925,-0.1960399999999999,51.5169,London,weekend,847.4517272099998,259.5910564,618.6550872
Entire home/apt,6,False,0,0,10,100,3,4.5694075,0.66223842,-0.11244,51.46835,London,weekend,489.138973167,234.6381303,458.6767029
Entire home/apt,6,False,0,1,8,70,2,4.5355897,0.32115331,-0.19244,51.51281,London,weekend,387.671393993,281.8345757,697.7770296
Entire home/apt,2,False,0,0,8,100,1,3.0195436,0.45448008,-0.16313,51.49276,London,weekend,574.639572883,426.4749706,806.8748223999999
Entire home/apt,4,False,0,1,10,100,2,4.2454424,0.27947164,-0.1878499999999999,51.51451,London,weekend,521.93137186,297.3145414,743.3151934
Entire home/apt,4,False,0,1,8,80,2,6.01053,0.3433162,-0.18334,51.54962,London,weekend,397.800983055,192.693186,432.314883
Entire home/apt,4,False,0,1,6,60,1,2.9073589,0.42891622,-0.1121,51.53262,London,weekend,407.415508353,354.6357558,826.2830317
Entire home/apt,2,False,0,1,10,90,1,3.0479741,0.45330206,-0.08369,51.50994,London,weekend,556.612338004,665.7184716,1022.325671
Entire home/apt,2,True,1,0,10,100,2,5.9071407,1.7709733,-0.1681199999999999,51.46168,London,weekend,564.338295851,189.5129958,445.5455952
Entire home/apt,2,False,0,0,9,100,1,0.12689164,0.22033954,-0.1273499999999999,51.50946,London,weekend,443.985041948,1438.561236,2229.943221
Entire home/apt,4,False,0,1,10,80,1,3.0022264,0.57708716,-0.1683399999999999,51.49945,London,weekend,615.1579294229999,523.1051362,854.9888532
Entire home/apt,4,False,1,0,10,60,1,3.2310724,0.44384345,-0.16749,51.49347,London,weekend,380.975563893,452.5426085,891.2734086
Entire home/apt,5,False,0,1,10,100,2,0.83972102,0.28002644,-0.11759,51.51264,London,weekend,1061.03153853,821.1303938999998,1667.997107
Entire home/apt,6,False,0,0,10,100,3,3.704288,0.3287223,-0.08502999999999998,51.52847,London,weekend,459.093581702,315.57377,755.6865348
Entire home/apt,5,False,0,1,10,100,2,0.75287372,0.35598323,-0.1192,51.51267,London,weekend,1061.03153853,910.0230283,1939.29719
Entire home/apt,4,False,0,0,10,100,2,4.5697422,0.36059949,-0.19186,51.51696,London,weekend,548.37131632,271.6575074,651.2260716
Entire home/apt,6,False,1,0,6,60,2,3.2465644,0.25265202,-0.14041,51.53637,London,weekend,413.939650483,361.0408301,807.208462
Entire home/apt,4,False,0,1,8,80,2,9.3170052,3.2626886,-0.0067,51.47195,London,weekend,413.939650483,151.4070586,284.7526665
Entire home/apt,4,False,1,0,9,100,2,3.775341,0.42449224,-0.1815799999999999,51.51192,London,weekend,449.822432344,335.5786423,761.1632409
Entire home/apt,6,False,0,0,8,80,1,1.0322666,0.13174693,-0.13074,51.51738,London,weekend,564.338295851,770.2050222,1806.03809
Entire home/apt,4,False,0,0,10,20,2,7.5512328,0.14150374,-0.15403,51.44251,London,weekend,414.79809026,147.0416324,353.1274302
Entire home/apt,4,False,1,0,10,93,1,3.9596462,0.87711614,-0.1322,51.54379,London,weekend,390.246713251,290.2219534,612.9318834
Entire home/apt,4,False,0,0,9,90,2,1.2913252,0.31399482,-0.13674,51.5184,London,weekend,799.72247666,611.5196214,1638.304378
Entire home/apt,4,False,1,0,10,100,1,3.8292162,0.92671013,-0.1304299999999999,51.54269,London,weekend,390.246713251,295.4950428,629.4076804
Entire home/apt,6,False,0,0,10,100,3,4.7712479,1.6478693,-0.17224,51.47578,London,weekend,441.23803479300005,244.8721406,519.2682269
Entire home/apt,3,False,1,0,10,100,1,4.1569166,0.65077472,-0.1789399999999999,51.48921,London,weekend,514.548789953,337.6212218,688.3646927
Entire home/apt,4,True,0,1,10,100,1,1.4653199,0.2697911,-0.11468,51.51878,London,weekend,529.657329634,576.9014041,1199.181932
Entire home/apt,3,False,1,0,10,96,1,3.5551176,0.74811548,-0.16772,51.48855,London,weekend,459.093581702,361.956861,729.1450761
Entire home/apt,4,False,0,0,10,100,2,3.0516202,0.55282366,-0.166,51.49509,London,weekend,699.1133375549999,477.4239157,849.0256316
Entire home/apt,4,False,0,0,10,100,2,4.0522594,0.92832327,-0.1306499999999999,51.54469,London,weekend,456.174886504,280.8662724,596.0792566
Entire home/apt,6,False,1,0,10,98,1,2.3128688,0.47026509,-0.11808,51.52826,London,weekend,440.207907046,430.7447976,950.8013286
Entire home/apt,2,False,0,1,10,100,1,4.405797,1.0899516,-0.17848,51.48475,London,weekend,403.638373451,290.6689383,639.5945553
Entire home/apt,4,False,0,1,10,100,2,4.8066087,1.2639363,-0.08717999999999998,51.54344,London,weekend,667.866130446,233.250877,524.153965
Entire home/apt,6,True,0,1,10,100,2,3.4490509,1.0080062,-0.12107,51.53906,London,weekend,515.4072297299999,312.6927172,691.846512
Entire home/apt,4,False,1,0,10,100,2,3.559994,0.055177283,-0.17318,51.49379,London,weekend,611.380794448,516.5758271,889.0422215
Entire home/apt,4,True,1,0,10,100,2,3.9071703,0.51517946,-0.15329,51.53954,London,weekend,669.754697897,332.3379372,653.1720011
Entire home/apt,2,False,0,0,10,100,1,5.560173,1.3722949,-0.15925,51.46245,London,weekend,395.225663797,198.9960924,440.0168885
Entire home/apt,6,True,0,1,10,100,3,1.9532883,0.29897746,-0.14802,51.49631,London,weekend,1505.18826874,528.1850758,1000.965039
Entire home/apt,4,True,0,0,9,95,2,4.9939342,0.69098455,-0.17238,51.54341,London,weekend,536.181471837,235.9192337,535.8559559
Entire home/apt,4,False,0,1,10,100,1,4.9874115,0.98434758,-0.10211,51.4664,London,weekend,389.559961444,218.2847937,427.9318863
Entire home/apt,4,False,0,0,10,100,2,4.4024048,0.42304242,-0.113,51.54684,London,weekend,408.27394813,250.0781213,554.370256
Private room,2,False,0,1,10,94,1,2.3349578,0.20835049,-0.096,51.501,London,weekend,413.767962586,510.3324968,877.9091196
Entire home/apt,2,False,0,1,10,100,1,4.800828,0.56738955,-0.1875499999999999,51.48694,London,weekend,753.7101058099998,274.2184983,594.8225121
Entire home/apt,5,False,0,1,9,86,1,3.7785425,0.75499874,-0.1168899999999999,51.54163,London,weekend,386.64126624599993,285.906675,633.8208362
Entire home/apt,3,False,0,1,9,72,1,3.6782804,0.29534814,-0.07624,51.51665,London,weekend,382.864131344,413.6377842,1031.125113
Entire home/apt,6,False,0,1,9,82,2,3.65341,0.28418079,-0.07656,51.51653,London,weekend,581.335402983,416.9010444,1042.438289
Entire home/apt,6,False,0,1,9,90,2,3.6554842,0.24177885,-0.07638,51.51616,London,weekend,539.958606739,420.7701655,1014.031267
Entire home/apt,4,False,1,0,10,96,3,4.3121276,1.7381592,-0.1664499999999999,51.47814,London,weekend,423.382487811,268.5923089,553.8524639
Entire home/apt,2,False,0,1,10,99,1,2.3776786,0.50922549,-0.1572099999999999,51.49769,London,weekend,705.4657917879999,490.1898372,949.9835931
Entire home/apt,5,False,0,1,9,83,2,4.9400015,1.0532323,-0.15128,51.46648,London,weekend,631.811660688,220.941736,466.7393934
Private room,2,False,1,0,9,97,1,4.9540877,0.66184115,-0.06452,51.52925,London,weekend,940.6782847,253.9502628,566.9238744
Entire home/apt,2,True,1,0,9,90,1,1.9286268,0.2599512,-0.10176,51.50183,London,weekend,397.972671025,546.5494964,942.3203344
Entire home/apt,6,False,0,1,9,94,2,4.0604343,0.74496102,-0.083,51.532,London,weekend,428.01806249,285.8342121,659.2564429
Entire home/apt,4,False,1,0,10,97,2,3.81199,0.45248216,-0.08058999999999998,51.52612,London,weekend,1923.76349361,323.3461377,954.4125296
Entire home/apt,4,True,0,0,10,96,2,4.746829,0.50931114,-0.16019,51.5458,London,weekend,696.02295446,254.0814049,531.754366
Entire home/apt,2,False,0,0,10,97,1,4.960711,0.63742203,-0.18634,51.48304,London,weekend,630.266469104,269.8862128,559.5964381
Entire home/apt,6,False,0,1,8,60,2,3.8563883,0.45852819,-0.18199,51.51508,London,weekend,457.205014251,319.1518952,731.7015057999998
Entire home/apt,6,False,0,1,9,91,2,3.8586862,0.47555307,-0.18215,51.51467,London,weekend,599.190949892,319.9707818,734.830145
Entire home/apt,6,False,0,1,10,83,2,1.2153912,0.27063727,-0.13427,51.5184,London,weekend,442.268162467,657.840136,1792.261276
Entire home/apt,6,False,0,1,9,75,2,3.8105934,0.33636376,-0.1809999999999999,51.516,London,weekend,457.205014251,320.7660588,731.7799604
Entire home/apt,4,False,1,0,9,94,2,3.9251919,0.41527203,-0.1832399999999999,51.51426,London,weekend,517.467485151,316.2797072,732.6559549999998
Entire home/apt,6,False,0,1,6,60,2,4.9570584,0.47789457,-0.19738,51.5175,London,weekend,412.051083032,254.4871097,600.2243072
Private room,2,True,1,0,9,98,1,4.0505128,0.44138446,-0.14557,51.54294,London,weekend,395.225663797,431.9408547,719.3257306
Entire home/apt,5,False,0,1,10,93,3,2.5635097,0.374569,-0.15837,51.49568,London,weekend,1302.93986198,465.6211898,878.5048999
Entire home/apt,6,True,0,1,9,92,3,5.106051,0.23214599,-0.1352599999999999,51.46269,London,weekend,489.138973167,211.3677272,505.4313802
Private room,2,True,1,0,10,99,1,2.4998617,0.54740644,-0.11141,51.52842,London,weekend,416.686657711,399.5486905,889.045244
Entire home/apt,6,True,0,1,8,80,2,14.162527,5.0203085,0.07512,51.49398,London,weekend,507.852959853,86.18891601,178.5096245
Entire home/apt,4,False,0,1,9,80,1,3.5884173,0.9094047,-0.16606,51.48685,London,weekend,646.233448562,344.8799679,697.9638053
Entire home/apt,2,True,1,0,10,98,1,1.6326072,0.19531834,-0.11235,51.51954,London,weekend,456.346574474,537.7855348,1119.696671
Entire home/apt,4,False,1,0,10,94,2,4.9014001,0.5507161,-0.06347,51.52687,London,weekend,442.268162467,261.2639314,625.9315397
