room_type,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,lng,lat,european_city,weekday_or_weekend,cost per night cad,attr_index,rest_index
Entire home/apt,2,False,0,0,8,100,1,3.0195701,0.45448515,-0.16313,51.49276,London,weekday,576.699828304,426.4703345,806.8696538
Entire home/apt,4,False,0,1,10,80,1,3.0022178,0.57707679,-0.1683399999999999,51.49945,London,weekday,720.9177074089998,523.1026329,854.9884693
Entire home/apt,4,False,1,0,10,60,1,3.2310677,0.44383314,-0.16749,51.49347,London,weekday,382.177379537,452.5479315,891.1166737
Entire home/apt,5,False,0,1,10,100,2,0.83971053,0.28004342,-0.11759,51.51264,London,weekday,724.866530281,821.1414979999998,1668.040594
Entire home/apt,6,False,0,0,10,100,3,3.7042844,0.32870433,-0.08502999999999998,51.52847,London,weekday,439.69284320899993,315.5751237,755.6953201
Entire home/apt,5,False,0,1,10,100,2,0.75286657,0.35596606,-0.1192,51.51267,London,weekday,724.866530281,910.0277824,1939.303869
Entire home/apt,5,False,0,0,10,100,2,0.56613785,0.19665565,-0.13342,51.51183,London,weekday,575.66970063,919.5148208,2710.87618
Entire home/apt,5,False,0,1,10,100,3,1.5473086,0.44234633,-0.14051,51.51962,London,weekday,528.62720196,542.7440502,1406.77509
Entire home/apt,6,False,0,1,8,70,2,2.2751956,0.2627714,-0.09624,51.50222,London,weekday,495.491427327,531.2710372,918.3278992
Entire home/apt,6,False,1,0,6,60,2,3.2465379,0.25262582,-0.14041,51.53637,London,weekday,415.1414662,361.0413735,807.2076763999999
Entire home/apt,4,False,0,1,8,80,2,9.316987,3.2626839,-0.0067,51.47195,London,weekday,415.313154097,151.4074969,284.7534046
Entire home/apt,4,False,0,1,6,80,1,1.1362321,0.30262706,-0.1376499999999999,51.51634,London,weekday,419.948728776,639.5695389,1807.985265
Entire home/apt,4,False,0,0,10,20,2,7.5512438,0.14151777,-0.15403,51.44251,London,weekday,396.427479514,147.0414271,353.1243209
Entire home/apt,4,False,0,0,9,90,2,1.2913094,0.3140195,-0.13674,51.5184,London,weekday,802.12610824,611.5220866,1638.312126
Entire home/apt,3,False,1,0,10,100,1,4.156918,0.65077442,-0.1789399999999999,51.48921,London,weekday,459.608645539,337.6212908,688.364801
Entire home/apt,4,True,0,1,10,100,1,1.465307,0.2697922,-0.11468,51.51878,London,weekday,493.602859876,576.9046204,1199.18848
Entire home/apt,3,False,1,0,10,95,1,3.5551033,0.74812138,-0.16772,51.48855,London,weekday,460.467085316,361.9576507,729.146241
Entire home/apt,5,False,1,0,10,100,2,0.90528369,0.32355064,-0.1351,51.51494,London,weekday,628.034525713,722.1823439,2257.449812
Entire home/apt,4,False,0,1,10,100,2,4.8065972,1.2639129,-0.08717999999999998,51.54344,London,weekday,622.7121992269999,233.2512757,524.1551265
Entire home/apt,6,True,0,1,10,100,2,3.4490628,1.0080189,-0.12107,51.53906,London,weekday,517.124109211,312.6916039,691.8438335
Entire home/apt,4,False,1,0,10,100,2,3.5599751,0.055189852,-0.17318,51.49379,London,weekday,613.2693618989999,516.5768709,889.0302685
Entire home/apt,4,True,1,0,10,100,2,3.907176,0.51516688,-0.15329,51.53954,London,weekday,671.986641288,332.3383159,653.1730057
Entire home/apt,2,False,0,0,10,100,1,5.5601563,1.3723184,-0.15925,51.46245,London,weekday,396.427479514,198.9967416,440.0186911
Entire home/apt,6,False,0,1,8,100,2,4.3867707,0.25752243,-0.1867,51.49455,London,weekday,616.359745067,334.2065628,741.620475
Private room,2,False,0,1,10,94,1,2.334964,0.20834878,-0.096,51.501,London,weekday,415.1414662,510.3305494,877.9053297
Entire home/apt,6,False,0,1,9,96,2,7.5978875,0.59496248,-0.01929,51.49828,London,weekday,410.505891448,176.7506762,375.4896477
Private room,2,False,1,0,9,97,1,4.9540873,0.66184103,-0.06452,51.52925,London,weekday,943.76866816,253.9503087,566.9240006
Entire home/apt,4,False,1,0,10,97,2,3.8119714,0.45246717,-0.08058999999999998,51.52612,London,weekday,1929.77257256,323.3476914,954.3826359
Private room,2,True,1,0,9,98,1,4.0504947,0.44136187,-0.14557,51.54294,London,weekday,396.427479514,431.9505288,719.3243511
Entire home/apt,6,True,0,1,9,92,3,5.1060643,0.23215009,-0.1352599999999999,51.46269,London,weekday,490.684164751,211.3672073,505.3937659
Entire home/apt,4,False,1,0,10,94,2,4.901381,0.55073339,-0.06347,51.52687,London,weekday,443.469978111,261.2651705,625.949161
Entire home/apt,4,True,0,0,9,94,2,2.780654,0.40225801,-0.11168,51.53128,London,weekday,405.870316769,367.5568259,840.3848425
Entire home/apt,6,False,0,1,10,96,2,3.7196572,0.35328966,-0.07592999999999998,51.51736,London,weekday,592.323431895,405.579856,1034.613157
Entire home/apt,4,False,0,0,9,96,2,4.1758065,0.12293372,-0.18407,51.49558,London,weekday,424.584303455,376.9195636,785.3792373999999
Entire home/apt,2,False,1,0,10,100,1,2.3761578,0.34097022,-0.094,51.504,London,weekday,608.290411353,578.2152834,1014.272374
Entire home/apt,6,False,0,1,9,84,1,1.8507874,0.59269154,-0.11591,51.5233,London,weekday,483.816646681,524.8938573,1068.006809
Private room,2,False,1,0,10,100,1,4.5854716,0.25078991,-0.10144,51.54619,London,weekday,509.398151437,240.9930844,622.6931236
Entire home/apt,5,False,1,0,9,98,2,4.0031753,0.43555468,-0.17843,51.49146,London,weekday,792.3398954099998,384.4489825,751.1260458
Entire home/apt,2,False,1,0,9,86,1,1.5472553,0.47267202,-0.14088,51.51945,London,weekday,452.741127469,541.8106445,1423.019696
Entire home/apt,5,False,0,0,8,95,2,3.1635993,0.6434043,-0.1300999999999999,51.53671,London,weekday,401.063054193,347.331106,758.0215457
Entire home/apt,5,False,0,1,10,100,2,3.8012321,0.29635817,-0.1778599999999999,51.49492,London,weekday,1082.83590853,580.2455874,806.3155954999999
Entire home/apt,2,False,1,0,10,100,1,2.7690077,0.24455553,-0.08987,51.51655,London,weekday,577.558268081,476.9933309,977.7947058
Entire home/apt,6,False,0,1,10,100,2,1.2690084,0.39980724,-0.13761,51.51783,London,weekday,789.93626383,610.6065463,1675.08491
Entire home/apt,6,False,0,0,10,100,2,4.0302391,0.60219753,-0.07049,51.50157,London,weekday,414.79809026,424.6905615,670.7983817
Entire home/apt,4,False,0,1,10,100,2,3.8856623,0.090089813,-0.0724,51.5144,London,weekday,449.650744374,418.9487801,841.6200305999998
Entire home/apt,2,False,0,1,10,90,1,3.0479727,0.45330596,-0.08369,51.50994,London,weekday,517.639173048,665.7146625,1022.322001
Entire home/apt,2,False,0,0,10,100,1,0.1269009,0.22032589,-0.1273499999999999,51.50946,London,weekday,437.460899818,1438.618956,2229.964013
Entire home/apt,2,False,0,1,10,100,1,4.8008242,0.56740254,-0.1875499999999999,51.48694,London,weekday,753.7101058099998,274.2184408,594.8218031
Entire home/apt,6,False,0,1,9,82,2,3.6533937,0.28417218,-0.07656,51.51653,London,weekday,581.335402983,416.9033947,1042.441738
Entire home/apt,6,False,0,1,9,90,2,3.6555014,0.24178626,-0.07638,51.51616,London,weekday,539.958606739,420.7675476,1014.032113
Entire home/apt,2,True,1,0,10,98,1,1.632594,0.19531819,-0.11235,51.51954,London,weekday,456.174886504,537.7884211,1119.701411
Entire home/apt,4,False,0,1,6,80,2,4.8146133,0.73442602,-0.1855799999999999,51.48469,London,weekday,714.736941146,269.1546836,581.2311469
Entire home/apt,5,False,1,0,10,96,2,1.077165,0.28396657,-0.128,51.518,London,weekday,1627.25840227,962.9528162,1664.550566
Entire home/apt,4,False,0,0,10,97,2,1.5412356,0.44091693,-0.14136,51.51915,London,weekday,1199.24033978,541.768981,1435.158964
Entire home/apt,4,False,1,0,10,93,2,0.27799872,0.12253555,-0.12359,51.50883,London,weekday,696.02295446,1016.91867,1887.944086
Entire home/apt,2,True,0,1,10,100,1,3.9740965,0.15737402,-0.071,51.514,London,weekday,570.862437981,411.625849,814.5496249
Entire home/apt,4,False,0,1,10,99,1,3.0341899,0.39180994,-0.1620699999999999,51.49164,London,weekday,633.013476332,412.5500798,809.1778005999998
Entire home/apt,3,False,0,1,10,100,1,0.33345467,0.14435032,-0.12271,51.50825,London,weekday,494.804675593,981.0823591,1759.117829
Entire home/apt,6,False,1,0,9,95,2,5.3257985,0.52793282,-0.20401,51.51184,London,weekday,658.423293118,246.2422553,566.3431322
Entire home/apt,4,False,1,0,9,93,2,4.9474053,0.37013805,-0.19083,51.48795,London,weekday,436.430772144,266.0335212,597.2960852
Entire home/apt,4,False,0,0,10,96,1,8.7744284,2.6685877,-0.0107,51.4783,London,weekday,451.539311825,187.740867,339.2640454
Entire home/apt,4,True,0,0,9,95,2,6.2971625,2.1388035,-0.08487999999999998,51.45838,London,weekday,395.0539759,178.2504408,354.4751885
Entire home/apt,6,False,0,0,9,97,4,7.8863239,3.8275254,-0.06391,51.44962,London,weekday,519.184364632,146.3411471,293.7004068
Entire home/apt,6,True,0,1,10,97,2,6.1736512,0.70071113,-0.21631,51.50553,London,weekday,484.331710518,207.1773643,485.7872513
Entire home/apt,6,False,1,0,9,80,2,2.1737883,0.305911,-0.1034999999999999,51.49579,London,weekday,413.767962586,491.3252861,827.4004852
Entire home/apt,4,True,0,1,9,100,2,6.248508,0.28031227,-0.19816,51.47356,London,weekday,424.240927588,190.9361849,440.6773946
Entire home/apt,2,False,0,1,10,100,1,4.104022,0.78601497,-0.07399999999999998,51.524,London,weekday,380.975563893,324.4218453,928.3931675
Entire home/apt,5,True,1,0,10,99,3,9.8733587,1.7779995,0.00966,51.48503,London,weekday,413.767962586,140.6413133,276.7841813
Entire home/apt,2,True,0,0,10,99,1,5.816915,0.11843064,-0.1073699999999999,51.55907,London,weekday,470.253298511,202.407364,424.111517
Entire home/apt,4,False,1,0,10,94,1,7.4097729,0.47303361,-0.23379,51.50234,London,weekday,408.27394813,164.1064462,380.9933465
Entire home/apt,4,False,0,0,10,96,2,2.0645888,0.58928162,-0.10825,51.49419,London,weekday,470.253298511,525.4931646,777.0958852999998
Entire home/apt,4,False,0,0,9,91,2,7.7736592,0.65690851,-0.21806,51.46727,London,weekday,417.545097488,150.6732243,360.2157509
Entire home/apt,6,False,0,1,9,79,2,3.3933144,0.75061166,-0.09442,51.53077,London,weekday,489.997412944,322.6223348,726.1932301
Entire home/apt,2,False,0,0,8,80,1,3.0202603,0.17645678,-0.1411,51.53411,London,weekday,639.537618462,372.868033,796.3241954999999
Private room,4,False,0,1,10,98,1,3.5175562,0.44845149,-0.08982999999999998,51.52946,London,weekday,616.016369127,320.4051532,732.818541
Entire home/apt,2,False,0,0,10,100,1,3.4228542,0.50881869,-0.09161,51.52941,London,weekday,1105.32703041,325.6299569,740.4975652
Entire home/apt,4,False,0,1,10,98,2,4.8754578,0.47977442,-0.1888199999999999,51.48698,London,weekday,634.902043783,269.3627905,587.7820952
Entire home/apt,2,False,0,0,10,94,1,4.8241005,0.44551659,-0.19375,51.49526,London,weekday,382.864131344,282.9420821,647.7393818
Entire home/apt,6,True,0,1,10,100,2,6.0457263,0.6300171,-0.21451,51.50613,London,weekday,484.331710518,211.6092868,486.5905615
Entire home/apt,6,False,0,1,7,69,2,4.8633018,0.28357938,-0.19616,51.49967,London,weekday,493.774547846,282.1290557,683.1152149
Entire home/apt,2,True,0,0,10,99,1,4.6748724,0.41945904,-0.19094,51.49425,London,weekday,526.738634509,296.929402,672.9171427
Entire home/apt,6,False,0,1,9,83,2,2.8660648,0.38619423,-0.11,51.485,London,weekday,509.913215274,361.7875842,618.8230459
Entire home/apt,4,False,0,1,9,88,1,2.6020792,0.19517165,-0.12216,51.53147,London,weekday,495.491427327,428.7075325,1046.997038
Entire home/apt,2,False,0,0,10,98,1,1.6900076,0.34786403,-0.11947,51.52266,London,weekday,427.846374593,554.089712,1165.249077
Entire home/apt,6,True,0,1,10,98,2,2.3681912,0.24769232,-0.09906,51.49659,London,weekday,404.496813155,465.9882266,775.1897307
Entire home/apt,6,False,0,0,8,86,2,2.3897054,0.18936127,-0.12399,51.48696,London,weekday,507.852959853,423.2047784,703.6862999
Entire home/apt,5,False,0,1,8,78,1,2.2213712,0.58516592,-0.11336,51.49042,London,weekday,404.496813155,454.9583609,724.7606135
Entire home/apt,2,False,0,0,10,94,1,4.6230288,0.36793771,-0.1940099999999999,51.50627,London,weekday,392.13528070199993,293.3050813,675.7295536
Entire home/apt,4,False,0,1,9,100,1,4.9156027,0.41221851,-0.195,51.495,London,weekday,419.605352909,275.4943482,638.0224241
Entire home/apt,6,True,0,1,9,90,3,8.2224712,1.9923935,-0.01472,51.48587,London,weekday,667.866130446,176.4272578,339.6323302
Entire home/apt,4,False,1,0,8,100,2,8.2203217,3.8709357,-0.06703,51.44483,London,weekday,432.653637169,140.4012041,281.9907894
Entire home/apt,2,False,0,1,10,98,1,4.0282655,0.71730065,-0.07498,51.5237,London,weekday,380.975563893,335.1468548,872.0336541
Entire home/apt,4,False,0,1,10,96,2,3.7733157,0.50614077,-0.08613999999999998,51.53032,London,weekday,442.096474497,304.4217043,704.8959614
Entire home/apt,6,False,0,1,10,100,3,5.3185129,0.36223146,-0.133,51.556,London,weekday,545.624309165,214.29988,460.5349339
Entire home/apt,4,False,0,1,10,91,1,4.8598576,0.30567235,-0.1935999999999999,51.49396,London,weekday,517.467485151,279.7750726,687.0778534
Entire home/apt,6,False,0,1,8,78,2,4.7682295,0.33773586,-0.19413,51.49794,London,weekday,493.774547846,287.853953,652.9943422
Entire home/apt,4,False,0,1,9,93,1,4.8871393,0.27318111,-0.1938699999999999,51.4937,London,weekday,561.591288623,277.5010726,709.0097862
Entire home/apt,6,False,0,1,8,85,2,5.5780559,0.32181174,-0.2061999999999999,51.49825,London,weekday,420.463792686,235.9883078,534.5788869
Entire home/apt,4,False,0,0,10,100,1,8.187027,1.2690376,-0.02136,51.5404,London,weekday,404.496813155,150.2803052,316.7072124
Entire home/apt,4,False,0,1,10,97,2,1.6428559,0.47809553,-0.1429,51.51954,London,weekday,947.3741148,524.7434188,1320.308912
Entire home/apt,2,False,0,1,9,94,1,1.4365485,0.24615212,-0.14229,51.51736,London,weekday,477.807568388,557.5611266,1520.993111
Entire home/apt,6,False,0,1,9,85,3,3.8432319,0.59145075,-0.07875999999999998,51.52469,London,weekday,583.052282537,333.3770438,881.4412072
Entire home/apt,3,False,0,0,8,85,0,4.8174825,0.23987171,-0.1923,51.49285,London,weekday,412.909522809,284.0480163,725.7996249
Entire home/apt,6,False,1,0,9,96,2,2.5623341,0.27045324,-0.12679,51.4853,London,weekday,417.545097488,395.9604719,687.6928264
Entire home/apt,5,False,0,1,8,80,2,5.3885527,0.082019828,-0.19688,51.48663,London,weekday,620.480255909,239.3629443,542.2859167
Entire home/apt,6,False,0,1,9,87,2,5.5163321,0.25104591,-0.19721,51.48455,London,weekday,717.827324241,229.5510202,521.1315081
Entire home/apt,5,False,0,1,8,90,2,5.4886937,0.18841279,-0.19841,51.48653,London,weekday,698.254897778,232.7638973,529.545183
Entire home/apt,6,False,0,1,10,94,3,3.6571457,0.32964769,-0.0862,51.52872,London,weekday,940.6782847,316.6729394,745.6085365
Entire home/apt,6,False,0,0,9,90,4,6.5052714,0.67943215,-0.2142999999999999,51.53038,London,weekday,404.668501125,182.8930459,395.2630257
Entire home/apt,6,True,1,0,10,98,3,6.7469597,0.48854235,-0.20799,51.47437,London,weekday,903.07862365,176.7585229,421.3088632
Entire home/apt,3,False,0,0,8,96,1,3.6017206,0.47890946,-0.08892,51.52996,London,weekday,423.382487811,314.0953313,718.8922883
Entire home/apt,6,False,0,1,9,92,2,6.6731834,0.60651845,-0.21628,51.48537,London,weekday,542.533925997,183.1764727,421.432575
Entire home/apt,4,False,0,1,10,93,1,6.5989404,0.65504938,-0.21467,51.48471,London,weekday,517.639173048,185.2087066,425.1458122
Entire home/apt,5,False,0,1,9,89,2,6.6049356,0.45555308,-0.2161299999999999,51.48678,London,weekday,659.453420792,185.9191391,431.1761402
Entire home/apt,4,False,0,1,9,94,2,3.7096636,0.44614646,-0.08665,51.52981,London,weekday,679.025847255,309.4429838,719.1940317
Entire home/apt,4,False,0,1,10,92,1,2.8911891,0.36785966,-0.1099,51.48478,London,weekday,402.608245704,358.8599602,615.274618
Entire home/apt,6,False,0,1,10,97,2,2.4227557,0.028693805,-0.12438,51.53001,London,weekday,618.0766245479999,458.1514194,1062.899204
Entire home/apt,4,False,0,1,8,20,2,4.5820408,0.44192028,-0.18905,51.49347,London,weekday,461.153837123,306.7702851,676.1404684
Entire home/apt,5,False,1,0,10,100,2,2.5251653,0.15529218,-0.12509,51.48568,London,weekday,496.6932430439999,401.3748424,683.2371683
Entire home/apt,3,False,0,1,9,94,2,2.4473581,0.32005027,-0.12961,51.53028,London,weekday,418.746913132,446.3910494,955.5903171000001
Entire home/apt,2,False,0,1,10,80,0,3.8148561,0.4985384,-0.07736999999999998,51.52235,London,weekday,1316.84658609,356.6190685,903.1307622
Private room,5,False,0,1,10,100,1,3.7836053,0.47786605,-0.08026,51.52527,London,weekday,1316.84658609,330.5640596,927.4477759
Entire home/apt,4,False,1,0,10,100,2,3.344507,0.4309977,-0.1,51.533,London,weekday,555.06714642,319.3431449,734.804926
Entire home/apt,6,False,0,1,10,100,3,7.8846235,1.0748178,-0.1962299999999999,51.45193,London,weekday,505.277640595,143.9972438,321.267064
Entire home/apt,4,True,1,0,9,90,1,6.7177191,0.58378065,-0.21728,51.48584,London,weekday,517.639173048,182.0334777,419.6803826
Entire home/apt,5,True,1,0,10,92,2,6.6930461,0.55936497,-0.217,51.486,London,weekday,659.453420792,182.8486299,421.4519963
Entire home/apt,6,True,1,0,10,100,2,6.6814098,0.49656165,-0.21728,51.48673,London,weekday,542.533925997,183.546219,423.5393548
Entire home/apt,6,False,0,0,8,100,3,6.7889647,3.6884103,-0.06184,51.46314,London,weekday,382.864131344,171.6993502,340.8181356
Entire home/apt,4,False,0,1,9,87,2,4.9337654,0.44052818,-0.18936,51.48651,London,weekday,467.506291283,265.0318063,578.0267258
Entire home/apt,5,False,0,1,10,100,2,5.5372162,0.2307436,-0.19219,51.47923,London,weekday,523.991627281,227.5278511,505.2394952
Entire home/apt,5,False,0,1,8,82,3,1.4501544,0.23678853,-0.14285,51.51717,London,weekday,526.738634509,554.5662982,1514.522384
Entire home/apt,4,False,0,1,8,60,1,3.0519986,0.05055524,-0.1386999999999999,51.53485,London,weekday,418.575225162,368.3313962,828.8703111
Entire home/apt,4,False,0,1,10,100,0,4.7174029,0.45235851,-0.192,51.495,London,weekday,409.132387907,292.6640902,661.9784379
Entire home/apt,3,False,0,0,10,100,2,3.4112396,0.68457806,-0.09353,51.53047,London,weekday,404.668501125,322.4318323,726.8119959
Entire home/apt,4,False,0,1,9,93,0,4.7173905,0.45236439,-0.192,51.495,London,weekday,445.358545562,292.6652977,661.9794247
Entire home/apt,6,False,0,1,8,80,3,6.499681,0.77973258,-0.2122999999999999,51.4836,London,weekday,559.702721172,187.9501176,431.7545687
Entire home/apt,6,False,0,1,10,100,3,8.0261774,0.85247046,-0.24271,51.50241,London,weekday,407.415508353,148.9712359,353.9030866
Entire home/apt,6,False,0,1,10,100,3,6.5448222,0.80863357,-0.2127999999999999,51.48331,London,weekday,600.221077639,186.3754452,428.4664714
Entire home/apt,5,False,0,1,10,100,2,4.6995282,0.41267824,-0.19139,51.49438,London,weekday,1241.6472632599998,294.4374053,671.002588
Entire home/apt,6,False,0,0,10,100,2,2.9383264,0.619717,-0.1465799999999999,51.5319,London,weekday,9406.9545357,386.7318219,781.5264001
Entire home/apt,5,False,0,0,10,100,3,7.8516164,2.5711088,-0.04213,51.55462,London,weekday,498.581810495,149.3525116,319.7613585
Entire home/apt,6,False,0,1,9,90,2,2.7708604,0.38046429,-0.1336499999999999,51.53293,London,weekday,470.253298511,389.2260369,835.5050611
Entire home/apt,5,False,0,1,10,93,1,4.6557178,0.3812792,-0.18978,51.49282,London,weekday,442.268162467,298.1556792,669.8272278
Entire home/apt,3,False,1,0,2,20,2,3.0621219,0.090537146,-0.13977,51.53476,London,weekday,404.496813155,368.9221974,817.6065931
Entire home/apt,2,False,0,1,10,93,0,4.8196712,0.21681735,-0.19173,51.4919,London,weekday,445.358545562,283.067752,778.0187843
Entire home/apt,6,False,0,1,10,100,2,4.5216923,0.3919929,-0.1885999999999999,51.49426,London,weekday,967.97666901,314.5750585,687.322043
Entire home/apt,4,False,0,1,10,100,2,3.7252038,0.37442562,-0.08527999999999998,51.52898,London,weekday,679.025847255,312.2560639,739.8692117
Entire home/apt,6,False,0,1,10,100,2,2.7091157,0.40754038,-0.10048,51.49077,London,weekday,418.746913132,396.1690218,669.9290419
Entire home/apt,4,False,0,1,9,97,1,2.5708244,0.23527341,-0.12101,51.53107,London,weekday,396.0841035739999,414.4973968,1043.813963
Entire home/apt,4,False,1,0,10,100,3,6.3354087,0.46960351,-0.2053,51.47859,London,weekday,540.817046516,191.2198227,448.9794092
Entire home/apt,4,False,1,0,9,85,1,5.8003917,0.43354508,-0.2108899999999999,51.50513,London,weekday,396.0841035739999,222.5256485,502.7111581
Entire home/apt,2,False,1,0,9,87,0,4.9593425,0.18175732,-0.19453,51.49293,London,weekday,417.716785458,271.7370519,777.3987873
Entire home/apt,5,False,1,0,10,100,2,8.8453217,0.34055555,-0.20236,51.44402,London,weekday,460.982149153,127.9347379,285.5774114
Entire home/apt,5,False,0,1,10,40,2,4.6702514,0.37711102,-0.18933,51.4918,London,weekday,830.79799631,295.2947621,659.8399063
Entire home/apt,6,False,0,0,10,100,4,9.0465117,0.55269361,-0.20149,51.44142,London,weekday,611.552482418,124.8926266,276.400054
Entire home/apt,4,False,0,0,8,100,2,6.1375647,0.259271,-0.21229,51.49274,London,weekday,395.0539759,205.4006123,476.1765226
Entire home/apt,5,False,1,0,10,100,2,4.8952723,0.14430235,-0.1926499999999999,51.49151,London,weekday,813.80088874,277.0175912,684.5871211
Entire home/apt,4,False,0,0,10,100,2,3.5848212,0.52142191,-0.08963,51.53022,London,weekday,489.138973167,313.9285675,715.5845616
Entire home/apt,5,False,0,1,9,90,2,2.3797269,0.07884334,-0.12358,51.52957,London,weekday,481.58470329,449.475218,1039.990446
Entire home/apt,2,False,0,1,10,100,1,1.7365855,0.37766457,-0.1189999999999999,51.523,London,weekday,508.024647823,541.1590294,1222.720389
Entire home/apt,4,False,0,0,10,93,2,5.4616671,0.37761396,-0.20609,51.51058,London,weekday,601.93795712,237.2388769,539.4157531
Entire home/apt,2,False,0,0,10,98,1,8.173563,1.3359512,-0.02253,51.5416,London,weekday,484.331710518,150.8524231,317.860833
Entire home/apt,6,False,0,1,9,72,2,5.9623237,0.51737565,-0.21296,51.50305,London,weekday,412.051083032,215.0038905,489.3713709
Private room,2,False,0,0,9,95,1,6.4654799,0.73380613,-0.2149899999999999,51.52827,London,weekday,696.02295446,185.7232677,401.2897952
Entire home/apt,4,False,0,0,7,71,1,3.6410706,0.73503864,-0.09627,51.53461,London,weekday,780.8368021499998,298.1630657,682.7684432
Entire home/apt,6,False,0,0,10,98,2,4.9738231,0.1299381,-0.19324,51.49057,London,weekday,555.06714642,268.5010577,625.2633061
Entire home/apt,2,False,0,1,10,100,0,4.8091173,0.37184346,-0.19,51.4897,London,weekday,385.782826469,279.2450654,675.056529
Entire home/apt,2,True,1,0,10,96,1,5.6980066,0.2295188,-0.19428,51.47857,London,weekday,416.686657711,217.0619283,492.0871519
Entire home/apt,4,True,0,0,10,95,3,6.031127,0.50040978,-0.2018399999999999,51.4803,London,weekday,714.736941146,203.2303125,479.3623399
Entire home/apt,3,False,0,1,10,100,1,1.4802102,0.26231375,-0.1479999999999999,51.512,London,weekday,765.8999509499998,548.6592624,1465.251989
Private room,2,True,0,0,10,99,1,1.2368021,0.37164861,-0.1441699999999999,51.51226,London,weekday,470.253298511,593.0679309,1695.537928
Entire home/apt,4,False,1,0,8,83,2,2.4467807,0.12719189,-0.1564,51.52092,London,weekday,607.775347516,526.7476121,1055.726631
Entire home/apt,3,False,0,0,10,100,1,5.7957468,0.057618286,-0.20977,51.5172,London,weekday,393.337096346,230.9357091,506.1557286
Entire home/apt,4,True,0,1,9,90,2,5.9169264,0.10216549,-0.2117,51.51659,London,weekday,1197.52346008,243.8166901,483.777278
Entire home/apt,5,False,1,0,9,92,2,1.3812002,0.30622846,-0.14702,51.5059,London,weekday,940.6782847,595.9097334,1516.606237
Private room,2,False,0,0,8,85,1,5.6682072,0.17503798,-0.04748,51.49831,London,weekday,557.814153648,236.0745156,455.9823223
Entire home/apt,4,False,0,0,10,100,1,8.2839651,0.73177171,-0.00875,51.50129,London,weekday,1879.46800246,167.5892212,352.0832863
Entire home/apt,6,False,1,0,8,80,2,4.334919,0.26761004,-0.18637,51.52133,London,weekday,776.20122769,280.8822436,631.0484512
Entire home/apt,5,False,0,0,10,99,2,4.7875223,0.10554581,-0.18668,51.53043,London,weekday,395.0539759,246.6284051,533.0290939
Entire home/apt,3,False,0,1,9,96,1,1.6350223,0.084236316,-0.14896,51.51439,London,weekday,431.79519746500006,549.6088596,1412.046056
Entire home/apt,6,False,0,0,9,92,2,1.5703142,0.10588448,-0.1103,51.49917,London,weekday,510.771655051,624.5738978,942.9129567
Private room,6,False,1,0,4,60,2,2.1256073,0.094319753,-0.1346,51.48974,London,weekday,545.624309165,479.2553212,798.9669579
Private room,2,False,0,0,7,80,1,5.6234608,0.48555371,-0.04987,51.49397,London,weekday,9406.9545357,233.7668126,444.0517631
Entire home/apt,4,False,0,1,8,70,1,5.5367775,0.13941474,-0.04906,51.49944,London,weekday,382.00569156699993,244.2334503,467.2364423
Entire home/apt,6,True,0,1,10,97,4,2.733319,0.19987462,-0.15837,51.52358,London,weekday,893.807474,644.9992429,899.1601934
Entire home/apt,4,True,1,0,10,92,1,3.1175778,0.20722847,-0.1668999999999999,51.52178,London,weekday,466.476163609,372.0691791,801.0973724
Entire home/apt,3,False,0,1,8,84,1,2.5071082,0.2980518,-0.162,51.515,London,weekday,392.13528070199993,436.8614179,1052.871139
Entire home/apt,6,True,1,0,10,100,2,3.1447723,0.067861557,-0.1684199999999999,51.52046,London,weekday,580.476963206,366.9745307,803.3634898
Entire home/apt,5,False,0,0,10,98,3,6.3296638,2.1144631,-0.07584,51.5552,London,weekday,545.624309165,180.3632377,403.5828398
Entire home/apt,4,False,0,1,9,60,2,4.8011394,0.55955416,-0.05899,51.51413,London,weekday,635.073731753,299.70492,593.1940929
Entire home/apt,6,False,0,1,10,93,2,3.1963632,0.22306947,-0.168,51.522,London,weekday,533.262776639,363.0782344,780.4830712
Entire home/apt,4,True,0,0,10,96,2,3.3429518,0.86753553,-0.1302899999999999,51.47833,London,weekday,567.256990976,309.4979925,570.1501247
Entire home/apt,4,False,0,1,10,88,2,3.207154,0.11966889,-0.169,51.521,London,weekday,429.906629941,360.8764123,786.8217339
Entire home/apt,4,False,0,0,10,100,2,6.0787249,2.2873034,-0.0654,51.54684,London,weekday,389.559961444,191.462349,420.807845
Entire home/apt,2,False,1,0,10,100,1,3.6938522,0.52713895,-0.12831,51.47513,London,weekday,1603.3937766299998,282.5412025,532.478298
Entire home/apt,4,True,0,0,9,98,2,0.47637764,0.24970764,-0.12335,51.50492,London,weekday,5273.39542331,1098.16628,1374.453539
Entire home/apt,5,False,0,0,10,100,2,6.2622867,0.40984148,-0.2164399999999999,51.51774,London,weekday,637.820738981,202.0442745,440.0217927
Entire home/apt,6,False,0,1,10,80,2,5.987721,0.68002981,-0.21035,51.52331,London,weekday,606.745219769,214.6948664,455.4277713
Private room,2,False,0,1,9,77,1,4.2701974,0.93098205,-0.07168,51.52443,London,weekday,445.015169695,309.7501689,785.5720354
